,benchmark,alignment,threading,modeller,secondary_structure,solvent_access,co_evolution,sum_scores
Ribosomal_L30,.,0.41080599440900434,0.11407405569067626,0.22030926888997937,0.5666666666666667,0.918918918918919,0.4283173410313947,0.31636422373783957
DNA_PPF,.,0.46191317800613935,0.1768749689780156,0.24946906727745968,0.7456140350877193,0.7538461538461538,0.27023815442731974,0.31597129350247194
CBM_20,.,0.46389597418937906,0.15164788802303378,0.2018699330318788,0.5533980582524272,0.8545454545454545,0.4283173410313947,0.3144914692870624
KSI,.,0.4933784399065883,0.24805181912940566,0.26822644937953516,0.536,0.676056338028169,0.4283173410313947,0.31323172115213244
annexin,.,0.5308214651150267,0.48801310368790485,0.5913711148584031,0.5833333333333334,0.4557823129251701,0.0,0.3129866141781534
LMWPc,.,0.5396583715613174,0.3020052613292379,0.35243965644765557,0.6516129032258065,0.5333333333333333,0.27023815442731974,0.31297498218807596
UreE,.,0.5383267158530675,0.19052464386757823,0.2679114191809786,0.6862745098039216,0.5353535353535354,0.4283173410313947,0.31208329551370007
SIS,.,0.6243702786195822,0.34601925845039955,0.39935967937565175,0.5932203389830508,0.6818181818181818,0.0,0.31141944212972045
DAP_epimerase,.,0.510827046319098,0.2147714299895822,0.31324920010031804,0.7153846153846154,0.6197183098591549,0.27023815442731974,0.31121238635523324
TFIIS,.,0.37949250209295154,0.043356330967390645,0.1517514979392846,0.72,0.9210526315789473,0.4283173410313947,0.3111368717182161
RuvA,.,0.6358753922754178,0.33156301186281917,0.40621323130994,0.625,0.6448598130841121,0.0,0.3109782547219631
Topoisomerase_I,.,0.45953382258625164,0.36135652950812447,0.540094636508759,0.6244343891402715,0.6564885496183206,0.0,0.3104239496180757
galpha,.,0.45610187166168115,0.4212786022733027,0.4642953452359407,0.5680933852140078,0.46153846153846156,0.27023815442731974,0.31029877648781523
SRP54,.,0.688510063302604,0.5684469151734866,0.34564198171845345,0.5782312925170068,0.45864661654135336,0.0,0.3095835815940629
il8,.,0.43666067747984155,0.09291705961185513,0.19505778317560613,0.734375,0.9,0.27023815442731974,0.3060478999009904
MATH,.,0.4842233069123702,0.2111852881322331,0.2413906794439335,0.6308724832214765,0.6296296296296297,0.4283173410313947,0.30479310026944223
CH,.,0.5158207552250351,0.18879982131335146,0.31580247636805503,0.6727272727272727,0.65625,0.27023815442731974,0.30272584838552236
fkbp,.,0.4873761976333737,0.1527398620141989,0.28683866420464077,0.6074766355140186,0.8125,0.27023815442731974,0.3018723762714548
BChl_A,.,0.3514885658753433,0.4575619198888253,0.449572618800469,0.580110497237569,0.5051546391752577,0.27023815442731974,0.30082043128588487
TIL,.,0.42921907205138626,0.05123591601727416,0.14171585735894,0.8214285714285714,0.8974358974358975,0.27023815442731974,0.2998342317571458
Mur_ligase_C,.,0.6559726227252922,0.23187074998759755,0.2652242267147915,0.5769230769230769,0.609375,0.27023815442731974,0.2992570714118361
GFP,.,0.47361412338377634,0.34214771429990615,0.36866259602015505,0.4766355140186916,0.52,0.4283173410313947,0.29917876037825625
Transpeptidase,.,0.5832113464899612,0.46978458331266154,0.4516622939050601,0.5851063829787234,0.5167785234899329,0.0,0.2981990486079208
Ribosomal_S8,.,0.4652129425184938,0.19710130540527568,0.27480791430739904,0.525,0.7142857142857143,0.4283173410313947,0.29757063267761963
Hydrolase,.,0.6128994355150619,0.4386633245644617,0.4306520487864161,0.6179245283018868,0.5,0.0,0.29598538581754186
Ald_Xan_dh_1,.,0.501549518498754,0.2858366009827849,0.2932513251359551,0.6580645161290323,0.85,0.0,0.2920317142092102
msb,.,0.49666841283285273,0.18438229016727456,0.17724585094733797,0.6909090909090909,0.7678571428571429,0.27023815442731974,0.2915474101800954
Band_41_M,.,0.48136416377406893,0.20268526331464234,0.3467756176988655,0.5398230088495575,0.7424242424242424,0.27023815442731974,0.290167977260524
PAN,.,0.5049912610094146,0.1474909415793947,0.19004312075116966,0.6847826086956522,0.7843137254901961,0.27023815442731974,0.28966652061691184
Orbi_VP7,.,0.4764292043846722,0.1752866431726848,0.2035478092079545,0.712,0.582089552238806,0.4283173410313947,0.288218376803723
ngf,.,0.4524398184639939,0.13685660396089067,0.1977457509261954,0.5794392523364486,0.782608695652174,0.4283173410313947,0.2881274326753682
HIT,.,0.4544960515429092,0.16931801260734014,0.2862255655174979,0.6460176991150443,0.5909090909090909,0.4283173410313947,0.28739331161470993
C2,.,0.45917642969396394,0.1690326103141942,0.24901094983325617,0.6347826086956522,0.6307692307692307,0.4283173410313947,0.2859433258570335
Ribosomal_S30AE,.,0.47385401724298315,0.15494862758723754,0.16576644171632157,0.6176470588235294,0.7272727272727273,0.4283173410313947,0.284808473590767
proteasome,.,0.6780918157027666,0.3427061100908432,0.3291122753445624,0.639269406392694,0.5785123966942148,0.0,0.2847689936751179
MutS_D2,.,0.5310907337325036,0.2598525835111991,0.22004085030243373,0.7212121212121212,0.56,0.27023815442731974,0.2829515602843411
MBD,.,0.4277650215170104,0.08883456594034062,0.14903437193142197,0.8571428571428571,0.7678571428571429,0.27023815442731974,0.28241149435982615
TIMP,.,0.49456322182348705,0.2489948875763206,0.2015574177802855,0.5111111111111111,0.5446428571428571,0.5404763088546395,0.27566164083133926
gluts,.,0.5817572959555853,0.41677420955974664,0.44386157134377907,0.6428571428571429,0.4552238805970149,0.0,0.2753603102524037
WW,.,0.3833699701846203,0.030376731026952573,0.10961955347816314,0.8529411764705882,0.8928571428571429,0.27023815442731974,0.2749899584879472
pilin,.,0.5064306241646553,0.16246835757185044,0.2640124193753859,0.6976744186046512,0.9047619047619048,0.0,0.2735882249554623
DISIN,.,0.40450021296699745,0.062292152677819415,0.1378124374867859,0.7,0.9591836734693877,0.27023815442731974,0.273131549449353
ung,.,0.5284225265229588,0.33590609023676976,0.44222515397384593,0.6345177664974619,0.5925925925925926,0.0,0.27300624005424856
Bcl-2,.,0.48248530038138226,0.30751476646648057,0.3498356274156373,0.6709677419354839,0.4523809523809524,0.27023815442731974,0.27292272833778
Ribosomal_L6_D,.,0.44915474133077443,0.1033652653000473,0.1618309657250737,0.7066666666666667,0.8367346938775511,0.27023815442731974,0.2710449756500047
Heme_oxygenase,.,0.49573821215429587,0.45012905147169513,0.4442578362201867,0.6378600823045267,0.5,0.0,0.2710431417568253
transcript_fac2,.,0.5998129807056796,0.3494564947634984,0.35273078519537326,0.5813953488372093,0.6304347826086957,0.0,0.2661501147685904
Ribosomal_L1,.,0.5816153179572793,0.32733161264705435,0.4393550511168643,0.5555555555555556,0.6071428571428571,0.0,0.2651718413333378
MurB_C,Superfamily,0.5367551662856107,0.2446518092023692,0.2524851126958134,0.5338345864661654,0.6708860759493671,0.27023815442731974,0.26442880596645535
DNA_ligase_N,.,0.6372951722584782,0.49013500769346335,0.36385651346397657,0.6043360433604336,0.41262135922330095,0.0,0.26421904425770937
biotin_lipoyl,.,0.4998604698982164,0.08003673003425027,0.09858219699488799,0.7654320987654321,0.7916666666666666,0.27023815442731974,0.26337980968225344
DSBA,.,0.6569175107829842,0.3891894574874768,0.4149078378775935,0.5145631067961165,0.5238095238095238,0.0,0.26115747481069895
Me-amine-deh_L,.,0.4637393088119379,0.1481113813471018,0.21372739741053876,0.635593220338983,0.4090909090909091,0.6274735630753034,0.26058653022711425
RhoGEF,.,0.4961249798048537,0.42332605350673636,0.5862353662469044,0.5,0.49019607843137253,0.0,0.2599458808714532
hpr,.,0.50436459949965,0.14916612895220455,0.18319798348905172,0.5227272727272727,0.8636363636363636,0.27023815442731974,0.25906371421442626
aspg,.,0.4941960373451094,0.22593934580831496,0.19072794270020477,0.6737588652482269,0.9041095890410958,0.0,0.25747402806048375
RuBisCO_small,.,0.48589766813377266,0.17897205539286692,0.27865487551116536,0.6260162601626016,0.918918918918919,0.0,0.2573800024169614
BAG,.,0.3526831393783322,0.23893135454410652,0.3727425396414733,0.6230769230769231,0.6263736263736264,0.27023815442731974,0.25585415709527326
adeno_fiber,.,0.5280308630793559,0.30219139325955097,0.19527222495031987,0.581151832460733,0.6063829787234043,0.27023815442731974,0.25558511766682174
Ribosomal_L4,.,0.5748199572107687,0.320233781704483,0.2600961364004366,0.7606382978723404,0.5673076923076923,0.0,0.25552580541685016
parv,.,0.48748390508036443,0.18726113068943687,0.3098530384123734,0.5925925925925926,0.8983050847457628,0.0,0.25289859846510226
TPK_B1_binding,.,0.46272098385857036,0.10800615476249807,0.2244437093319603,0.5783132530120482,0.6730769230769231,0.4283173410313947,0.25268518035438403
Pro_CA,.,0.6623665284421097,0.32295130788703924,0.32744172655155634,0.518348623853211,0.6423841059602649,0.0,0.252206042935895
phoslip,.,0.4992533915606319,0.22983570754951688,0.278426525890651,0.6984126984126984,0.7638888888888888,0.0,0.250935641362304
SRP19,.,0.4944750975486764,0.1576909713605039,0.192479102161665,0.7619047619047619,0.8615384615384616,0.0,0.25033802373096303
Dehydratase_MU,.,0.5173972005855368,0.3452499131384426,0.33905100537463073,0.5888888888888889,0.6708860759493671,0.0,0.24805124355988523
Syntaxin,.,0.4746569273023691,0.28903807018415345,0.40651181035166917,0.562962962962963,0.7282608695652174,0.0,0.2480365716689342
DUF50,.,0.5169125170740783,0.1735121854370418,0.22222355953529,0.6111111111111112,0.65625,0.27023815442731974,0.24417079390063687
P53,.,0.3784643855534939,0.05420161810691539,0.1424757069832646,0.8709677419354839,1.0,0.0,0.2427403443761596
EF_TS,.,0.5421846007725561,0.23473718171440489,0.27440909666527674,0.7142857142857143,0.6790123456790124,0.0,0.24222856056966316
Recep_L_domain,.,0.5254507801446217,0.20995681739217328,0.25933645223314905,0.610738255033557,0.8378378378378378,0.0,0.24177613588097938
lacI,.,0.48137885115320406,0.1016900779272372,0.19095409883314213,0.7368421052631579,0.9285714285714286,0.0,0.24043365986634133
P,.,0.47752096623371537,0.05920236263463674,0.12509557980296393,0.78125,0.7254901960784313,0.27023815442731974,0.2402126657911798
transketolase_C,.,0.5808809490005239,0.2599146274879707,0.2992162498703053,0.6753246753246753,0.6233766233766234,0.0,0.2401835823145765
NHase_alpha,.,0.512041202994267,0.3347520722688343,0.3940318493261616,0.6138613861386139,0.5826086956521739,0.0,0.23969343626868886
Clp_N,.,0.6043807556166986,0.27330371767509526,0.3833209171221163,0.5673758865248227,0.5949367088607594,0.0,0.23486179148083128
Ribosomal_L22,.,0.44120397342563533,0.18696331960093743,0.2870059176323858,0.6944444444444444,0.8088235294117647,0.0,0.2331759790998203
Fz,.,0.4763606632820418,0.17471583858639425,0.28258358194592564,0.568,0.9117647058823529,0.0,0.23144191203414557
Amidase_2,.,0.5383120284739323,0.2437335583461623,0.23633547531807414,0.7027027027027027,0.6857142857142857,0.0,0.22915118123761435
Egg_lysin,.,0.41948133968480883,0.23816200923214922,0.3738934209724907,0.47619047619047616,0.6216216216216216,0.27023815442731974,0.22665847335551603
RGS,.,0.48615714516515957,0.25620439767708,0.36021050219538797,0.5864661654135338,0.7058823529411765,0.0,0.22504537217405077
Histidine_kinase,.,0.5754417229274884,0.2118181366952946,0.2493050284435774,0.772972972972973,0.5833333333333334,0.0,0.22433694641191715
IF3,.,0.4631469178534885,0.16741946691815476,0.28500829336852546,0.6363636363636364,0.8363636363636363,0.0,0.22275745058588842
sh2,.,0.5078161335964005,0.15068000198541043,0.24349387475212408,0.6857142857142857,0.8,0.0,0.22255085330314667
Peptidase_S24,.,0.4373020263687413,0.11567479029136107,0.21456064850384576,0.7070707070707071,0.6417910447761194,0.27023815442731974,0.22218203886669677
hormone,.,0.4991407883205961,0.3344170347942721,0.3973279425980941,0.5606936416184971,0.5833333333333334,0.0,0.21812906919086752
SRP54M,.,0.44743631797196665,0.16859830247679966,0.29099781920061407,0.56,0.9041095890410958,0.0,0.2168256096974573
MIP,.,0.4846149703559731,0.38927631905495724,0.13930325739145277,0.673469387755102,0.6838235294117647,0.0,0.21659933980313859
NusB,.,0.5099751783292616,0.2883804040303852,0.36595662654393396,0.5606060606060606,0.6376811594202898,0.0,0.2138726043148846
FN2,.,0.38077030407770607,0.04970963418871403,0.10214658239791646,0.6610169491525424,0.8918918918918919,0.27023815442731974,0.2115130231819514
RNase_U2,.,0.3618431681655953,0.21315828659354252,0.29650838945651786,0.6081081081081081,0.4418604651162791,0.4283173410313947,0.20944663226416974
kazal,.,0.4160934508976437,0.0672308532287701,0.15779140780282908,0.8035714285714286,0.9,0.0,0.20768068550463006
tRNA-synt_2d,.,0.5894877531736978,0.37236313098725377,0.30013887612768664,0.5427350427350427,0.5398230088495575,0.0,0.20763252239289717
Skp1,.,0.48046333785378226,0.23040651213580796,0.2717111447643371,0.6311475409836066,0.7205882352941176,0.0,0.20409585679677927
Sua5_yciO_yrdC,.,0.5628105768712944,0.28089790043183427,0.29189344286954766,0.6648936170212766,0.5333333333333333,0.0,0.20392719937913867
PDZ,.,0.5021076389058882,0.15332307539584383,0.272841471604008,0.5729166666666666,0.8301886792452831,0.0,0.20307982075824368
Isochorismatase,.,0.6321839643194602,0.3744726261974599,0.35093830874808796,0.56,0.41304347826086957,0.0,0.20282430994614262
L15,.,0.4979853811619675,0.1809326450588217,0.1871999259357574,0.6827586206896552,0.78,0.0,0.2022152894081381
Astacin,.,0.5792212751582565,0.36192733409441763,0.2565037143024788,0.6652360515021459,0.46551724137931033,0.0,0.20205248922418162
FN1,.,0.36578917735989463,0.06148558097979983,0.1381230807101885,0.6304347826086957,0.8571428571428571,0.27023815442731974,0.20025772477439074
Amino_oxidase_D2,.,0.47498494543638653,0.13605003226287116,0.23692821806231507,0.6428571428571429,0.8208955223880597,0.0,0.19628317554923372
BIR,.,0.4698394669460533,0.1354047749044556,0.22870604333624242,0.6966292134831461,0.7777777777777778,0.0,0.19512218023646546
GLUCAGON,.,0.3585482994462858,0.024854817094357048,0.13090213378878707,0.7931034482758621,1.0,0.0,0.19479427590372553
Arch_histone,.,0.45602353897296055,0.11185288132228377,0.24030647257150622,0.5735294117647058,0.9245283018867925,0.0,0.1943904898998078
DMRL_synthase,.,0.5580567618245641,0.2603117089393036,0.30875101890807094,0.6024844720496895,0.5760869565217391,0.0,0.19420047368929086
Frataxin_Cyay,.,0.5118943292029159,0.2150071971013104,0.26897450428078956,0.6475409836065574,0.6612903225806451,0.0,0.19386046930421863
zf-CCHH,.,0.37486597766539215,0.04083734551049875,0.14671247551164943,0.7857142857142857,0.9545454545454546,0.0,0.19315811755164658
protg,.,0.41939811120304327,0.07050677520226498,0.16949980484578847,0.7857142857142857,0.8571428571428571,0.0,0.1930151080872296
SNAP-25,.,0.40320772360310786,0.12879088698069482,0.25487537123595405,0.5151515151515151,1.0,0.0,0.19293341107962883
UcrQ,.,0.39494852073613146,0.08770536556311309,0.22700344315148646,0.6172839506172839,0.975,0.0,0.19290429898546638
HLH,.,0.45704675971937314,0.06489799970219041,0.138304364894676,0.6923076923076923,0.9482758620689655,0.0,0.1925210777273466
capsid_n,.,0.3818767533058843,0.23791383332506724,0.3664053649378083,0.689922480620155,0.6197183098591549,0.0,0.19079408264192713
Ribosomal_L12,.,0.4345114243330706,0.13783689879386804,0.19638198784395658,0.6619718309859155,0.8636363636363636,0.0,0.19027617235235617
PAH,.,0.42897428239913443,0.14069092172532233,0.24597130551407417,0.5764705882352941,0.890625,0.0,0.1862640700148608
cytochrome_b,.,0.10641985341995623,0.5872090137489567,0.494961360487222,0.5509554140127388,0.5408163265306123,0.0,0.18544476372849553
MCR_alpha,.,0.4348932961905834,0.4981634982875975,0.26211240530870134,0.5793357933579336,0.5038759689922481,0.0,0.18475996966940134
pot,.,0.4407682478446271,0.06863304710378873,0.11884429621090715,0.6811594202898551,0.6976744186046512,0.27023815442731974,0.18439238134387445
fusion_gly,.,0.3823614368173428,0.13458579441108162,0.24462635726062068,0.515625,1.0,0.0,0.18435124681632592
gag_p17,.,0.435510166114258,0.23339703181615748,0.3486975099131929,0.5491803278688525,0.7066666666666667,0.0,0.1830560234463191
PGAM,.,0.5696744787204355,0.30287387700403007,0.28466019067193316,0.6610169491525424,0.45263157894736844,0.0,0.1821591126324562
thionin,.,0.3586364237210965,0.05999652553730221,0.11377737772682416,0.8,0.9375,0.0,0.18183184100853106
UCR_14kD,.,0.4698590501182334,0.1802005261329271,0.2898501146447082,0.6470588235294118,0.6813186813186813,0.0,0.1812707570965582
DNA_polymeraseX,.,0.5706193667781275,0.2972899190946626,0.40884885790869224,0.5128205128205128,0.4766355140186916,0.0,0.1805541538939227
kunitz,.,0.4261934719495537,0.07040750483943181,0.12057877287568812,0.7894736842105263,0.8571428571428571,0.0,0.1797183414151554
cytb,.,0.4618544284895989,0.14584057179729298,0.25624461803713533,0.5465116279069767,0.8490566037735849,0.0,0.1782359133779548
Colicin_Pyocin,.,0.4795625119334956,0.16303916215814113,0.27412091778016257,0.5697674418604651,0.7678571428571429,0.0,0.17645197209545246
GTP_cyclohydroI,.,0.4912536657250425,0.3268973048096594,0.30119876554301045,0.5024630541871922,0.6293103448275862,0.0,0.17533748562050328
PBD,.,0.43282727152557804,0.10206234178786164,0.21800591784038895,0.6231884057971014,0.875,0.0,0.17532393560923507
RRF,.,0.5024454486259957,0.3699310070978404,0.27361149919978356,0.5932203389830508,0.5095541401273885,0.0,0.17452143861752997
ACPS,.,0.4845660124255227,0.1516727056137421,0.23457663865009445,0.5871559633027523,0.7894736842105263,0.0,0.1740660295509229
ISP,.,0.4928545900507694,0.19388742740855133,0.2926326860017428,0.72,0.5454545454545454,0.0,0.17316181541721565
GGL,.,0.4435392667081177,0.0781630019357739,0.17851202274177666,0.5588235294117647,0.9846153846153847,0.0,0.17275528076836988
STAS,.,0.5548696005522455,0.1718121804735235,0.2815154291334368,0.5686274509803921,0.6666666666666666,0.0,0.1726993229268616
cks,.,0.33633119060791067,0.06442646547873283,0.21894889058598435,0.7297297297297297,0.890625,0.0,0.1715136229593858
phc,.,0.5434281322059954,0.3947237802154263,0.06253483106997246,0.5752688172043011,0.6634615384615384,0.0,0.17129094380719512
Ribosomal_S15,.,0.4521118003299765,0.13806025711024292,0.2698744203779988,0.5393258426966292,0.8382352941176471,0.0,0.17066544130315464
SCP2,.,0.4611053721537083,0.20341738224053732,0.12050955037872738,0.6178861788617886,0.8333333333333334,0.0,0.17019676924630125
Ribosomal_S7,.,0.48943732650533395,0.27403583660098985,0.2928191513551622,0.48936170212765956,0.6904761904761905,0.0,0.17015473114227098
RING,.,0.4250625437561503,0.05642279247530776,0.09839988343126278,0.7288135593220338,0.925,0.0,0.1693142352264426
CARD,.,0.442232089965093,0.1363850697374331,0.16847741272240568,0.59,0.896551724137931,0.0,0.16929609310593127
dsrm,.,0.4430496874036141,0.11653099717079742,0.1065533745775811,0.6617647058823529,0.9047619047619048,0.0,0.1689553817032435
TIR,.,0.5520006658278541,0.2167444284508919,0.3306698595273537,0.5909090909090909,0.5421686746987951,0.0,0.16889732462498475
MoCF_biosynth,.,0.5608130933089197,0.2658832580533154,0.27814674276833146,0.5540540540540541,0.5714285714285714,0.0,0.16814823626135406
zf-TAZ,.,0.42745658655517316,0.14940189606393317,0.22372398067545007,0.5172413793103449,0.9122807017543859,0.0,0.16807178041259846
Elicitin,.,0.43593120431613114,0.18124286494267575,0.22601459626053103,0.5904761904761905,0.7936507936507936,0.0,0.1671077154523212
PX,.,0.4836064369886956,0.1947064079019252,0.31165370261932107,0.7171052631578947,0.52,0.0,0.16702342520858596
CAT_RBD,.,0.3981699525597654,0.06321040353402642,0.12652677844616328,0.5370370370370371,0.8205128205128205,0.27023815442731974,0.16309074061438167
Dehydratase_SU,.,0.4544960515429092,0.24080508264258296,0.3172495730688436,0.5539568345323741,0.6483516483516484,0.0,0.1628017672625552
Dala_Dala_ligas_C,.,0.581830732851261,0.34837692956768884,0.0625748976733318,0.6574074074074074,0.5630252100840336,0.0,0.16223346509940376
KH,.,0.475856396598403,0.10032511043828089,0.1481907064994682,0.6986301369863014,0.7872340425531915,0.0,0.16120375904592527
ghf22,.,0.4707451886593849,0.1788479674393249,0.24020676343363176,0.512396694214876,0.5373134328358209,0.27023815442731974,0.1610350008415224
HMG_box,.,0.419770191474466,0.09022435102000502,0.18741766739652443,0.5068493150684932,1.0,0.0,0.15913836698709782
myb_DNA-binding,.,0.41912394679252124,0.060976820370279884,0.17059862866560374,0.6909090909090909,0.8611111111111112,0.0,0.15860535371413645
DUF101,.,0.4654087742402953,0.21520573782697705,0.30001282622951264,0.64,0.5774647887323944,0.0,0.1570057298735604
E2_N,.,0.47403516158564946,0.3402491686107216,0.30110820854295717,0.5796460176991151,0.5,0.0,0.15595017177142892
SAP,.,0.41417430002398936,0.0637191641435464,0.11181955533506382,0.6590909090909091,0.9375,0.0,0.15293078613194364
SRF-TF,.,0.42963521446021435,0.11378865339753073,0.2053640074670099,0.6941176470588235,0.7391304347826086,0.0,0.15145543402007772
toxin,.,0.43028635493520423,0.03104680597607651,0.1643587332450404,0.6557377049180327,0.8979591836734694,0.0,0.15054035892289935
PGM_PMM_III,.,0.5100584068110272,0.1936764778875314,0.2571297848213269,0.5338983050847458,0.6818181818181818,0.0,0.14956981882007256
mthina,.,0.33099967198186603,0.009033603017819232,0.07013775092528775,0.8064516129032258,0.9565217391304348,0.0,0.14838179344279762
S-AdoMet_syntD2,.,0.42393161556274694,0.15169752320445035,0.19093444253713976,0.5190839694656488,0.6075949367088608,0.27023815442731974,0.14504123373280176
phycoerythr_ab,.,0.38971491797098756,0.057266590559389804,0.18298310679869773,0.56,0.971830985915493,0.0,0.1444587489760495
PCI_1,.,0.3619508756125861,0.04056435201270746,0.118331119392115,0.6481481481481481,0.7222222222222222,0.27023815442731974,0.1443409656469193
Bac_DNA_binding,.,0.4423006310677235,0.11275872338313651,0.17227121021649364,0.6829268292682927,0.75,0.0,0.1439270215640107
hip,.,0.46333295798919993,0.1110463096242641,0.1937385705824309,0.5487804878048781,0.8431372549019608,0.0,0.14385034524784518
urease_gamma,.,0.448954013815928,0.16208368491587175,0.26304932705408435,0.6336633663366337,0.6515151515151515,0.0,0.14358415881136705
Rop,.,0.37741179004881104,0.13567776840224655,0.22039014428969284,0.4915254237288136,0.9318181818181818,0.0,0.14273992703930843
PARATHYROID,.,0.35171866814846003,0.03712711569960871,0.12124637311083755,0.6764705882352942,0.9666666666666667,0.0,0.1414975891339325
VPR,.,0.3728782856891074,0.060257110239739314,0.16396289382958518,0.6222222222222222,0.9302325581395349,0.0,0.14022675153733338
neur_chan_memb,.,0.33488203586657983,0.030587680547973083,0.13079027064970478,0.6521739130434783,1.0,0.0,0.13983987691328137
tryp_alpha_amyl,.,0.5045702228075415,0.18722390430337452,0.2362788417379615,0.5826086956521739,0.6349206349206349,0.0,0.13886104935474122
MIF,.,0.5056570888635395,0.18078373951457197,0.30057611762115743,0.5688073394495413,0.5873015873015873,0.0,0.13800499832872487
GAL4,.,0.35973308136318466,0.0355263810989237,0.08071373138403876,0.6666666666666666,1.0,0.0,0.13783699364703422
EFTU_C,.,0.41607876351850853,0.15911798282623066,0.2375325522538378,0.6952380952380952,0.6229508196721312,0.0,0.13378505540039798
ATP-synt_DE_N,.,0.44385749325604507,0.1370799622772653,0.15127871627425393,0.5520833333333334,0.5714285714285714,0.27023815442731974,0.132073254377023
SUI1,.,0.4745345324762431,0.11713902814315041,0.17321059963540075,0.5909090909090909,0.7647058823529411,0.0,0.13018338844183744
mdm2,.,0.4062529068771205,0.16045813272447848,0.26562158833498767,0.6067415730337079,0.6785714285714286,0.0,0.12919698935562607
e3,.,0.39306853620683746,0.034347545540279696,0.16536869245392433,0.6216216216216216,0.896551724137931,0.0,0.12688525143711918
SAM_PNT,.,0.4354024586672672,0.11404923809996784,0.20901392352167306,0.6710526315789473,0.68,0.0,0.1263875179195442
ANATO,.,0.4100324591078886,0.0993324068099492,0.0908385500203758,0.581081081081081,0.9130434782608695,0.0,0.12113654400251776
7kD_DNA_binding,.,0.35839163406884467,0.09764481064178504,0.14456208240180232,0.696969696969697,0.7954545454545454,0.0,0.12068536055790749
PABP,.,0.3936413439931067,0.09021194222465093,0.15258475375993552,0.5081967213114754,0.9473684210526315,0.0,0.12033290971637656
tetR,.,0.45573958297634837,0.13138432520971174,0.2596671393947551,0.5,0.74,0.0,0.11853117927888507
C1,.,0.3716347542556681,0.0739440115153638,0.1301997024836652,0.64,0.8611111111111112,0.0,0.11510844032893097
gln-synt_N,.,0.4311235355459054,0.14625006204398,0.23056750118594876,0.6285714285714286,0.639344262295082,0.0,0.11475142563809422
zf-CCHC,.,0.3326544500310883,0.0,0.0822047729937488,0.6470588235294118,1.0,0.0,0.10993308174756684
B,.,0.36580386473902976,0.08504988335732559,0.1611605905390456,0.5294117647058824,0.9166666666666666,0.0,0.10861076037612431
YgbB,.,0.5351248672016137,0.23615178438477852,0.207752271068018,0.5838926174496645,0.48,0.0,0.10336637051563866
Propep_M14,.,0.49805881805764307,0.14376830297315063,0.26018831960679695,0.6181818181818182,0.5125,0.0,0.09983204156275943
DEFSN,.,0.3528740753070886,0.020449694743634752,0.07925327517241143,0.7,0.875,0.0,0.09806208642807639
lh2,.,0.3509353412612542,0.0857199583064496,0.1990601416285764,0.4107142857142857,0.9811320754716981,0.0,0.0980568172837412
GBP_PSP,.,0.3527272015157375,0.016677420955973972,0.09089301493146704,0.6086956521739131,0.9545454545454546,0.0,0.0966661267412415
BRCT,.,0.4507654572425914,0.12231349580582994,0.10775385756463617,0.651685393258427,0.6808510638297872,0.0,0.09315074273031468
LDLa,.,0.38573463822537296,0.015597855760163138,0.06567203240371124,0.6428571428571429,0.9032258064516129,0.0,0.09305333288720567
S4,.,0.40874486553704403,0.06335930907827608,0.12477769428868214,0.5208333333333334,0.8823529411764706,0.0,0.08855281086927132
utg,.,0.38614098904811095,0.12444780860674333,0.19596116914324965,0.6282051282051282,0.6607142857142857,0.0,0.08696311085101281
SpoU_methylase_N,.,0.48630401895651065,0.11318062242517764,0.1945884241075706,0.6419753086419753,0.5192307692307693,0.0,0.073070151966781
phero,.,0.3454765320160386,0.05052861468208782,0.07677404004238045,0.5,0.9629629629629629,0.0,0.06631660514846979
END,.,0.3327670532711241,0.009182508562069003,0.10129838580681928,0.5238095238095238,0.85,0.0,0.025289692553141452
FYVE,.,0.3747680618044914,0.07463890405519603,0.09575455632279507,0.6060606060606061,0.6341463414634146,0.0,0.014335440295213412
GLA,.,0.3521592895225133,0.011205142204795009,0.0884445190597903,0.7058823529411765,0.5862068965517241,0.0,0.0
