,benchmark,alignment,threading,modeller,secondary_structure,access_score,sum_scores
Dehydratase_SU,.,0.6435603049151194,0.32720588235293857,0.4299712098545159,0.5196850393700787,0.86,0.48587153967160124
biotin_lipoyl,.,0.915148716269934,0.2932525951557063,0.07678971992337916,0.6,0.8947368421052632,0.4856756809227647
Fz,.,0.7984321657391386,0.3886245674740443,0.4307681359948892,0.559322033898305,0.6025641025641025,0.4855897961123296
Peptidase_S11,.,0.8277720619183464,0.8020761245674702,0.19186667989271822,0.5204081632653061,0.43636363636363634,0.48510492842925973
toxin,.,0.8461628396389655,0.10012975778546569,0.22982933276439857,0.639344262295082,0.9629629629629629,0.4850821528767606
ATP-synt_DE_N,.,0.8566969087592947,0.31332179930795534,0.3550393172311326,0.5054945054945055,0.746031746031746,0.4843515369781317
Propep_M14,.,0.8262580086984987,0.3391003460207576,0.43834515789792544,0.4888888888888889,0.6805555555555556,0.4829906724630577
HIT,.,0.8868552120843661,0.4093425605536288,0.245088752038974,0.4830508474576271,0.7435897435897436,0.4809230948786813
Frataxin_Cyay,.,0.8816700182387879,0.49057093425604814,0.13430348441275372,0.6834532374100719,0.5747126436781609,0.4796491663205666
CPS,.,0.7815963615956601,0.5166522491349417,0.48019506773517046,0.5,0.4830508474576271,0.4783756360262303
RRF,.,0.6798215872422018,0.44805363321798886,0.2532821392557594,0.5763888888888888,0.803921568627451,0.4783650587480716
PGM_PMM_III,.,0.7626619276995744,0.37244809688580977,0.376510747937806,0.5772357723577236,0.6714285714285714,0.4778966809983884
BChl_A,.,0.6978031613898892,0.4815743944636614,0.3151976488978008,0.5128205128205128,0.75,0.47675241024272197
Hydrolase,.,0.7193798812140485,0.4782871972318288,0.5664482130960243,0.4375,0.5526315789473685,0.4755053917596849
MMOB,.,0.8814829537483048,0.2674307958477481,0.07196153825357816,0.5638297872340425,0.9692307692307692,0.4753822179825707
Dehydratase_MU,.,0.7520167890380209,0.5915657439446285,0.3262526024413913,0.5,0.5825242718446602,0.4747579113453093
phycoerythr_ab,.,0.786699714726652,0.11937716262975626,0.24955060682242666,0.6081081081081081,0.9864864864864865,0.4739114783277588
MIP,.,0.568950802039003,0.5846020761245592,0.45840662154163236,0.4946808510638298,0.6434108527131783,0.473843807640404
KH,.,0.8408548847215078,0.22210207612456517,0.22010919958136443,0.7349397590361446,0.7288135593220338,0.4725639676472179
EFTU_C,.,0.7668007295515129,0.40722318339099867,0.30964319043964633,0.5108695652173914,0.75,0.47165992041322347
Ribosomal_L30,.,0.782221858485713,0.15527681660899473,0.28727972121539797,0.5666666666666667,0.9512195121951219,0.47091852680311064
pgk,.,0.4770027592012346,0.853935986159166,0.3797649016667082,0.635,0.39669421487603307,0.4708129019927969
tryp_alpha_amyl,.,0.7748094280503204,0.459904844290653,0.3447893881993942,0.48148148148148145,0.6811594202898551,0.4707125893183534
Pept_C1-like,.,0.6032712902773231,0.6564878892733499,0.39354113996146284,0.5628140703517588,0.5205479452054794,0.4685414966866452
Endonuclease_3,.,0.6466293317121078,0.502422145328713,0.5352951116388776,0.48044692737430167,0.5714285714285714,0.4683671481509892
TPK_B1_binding,.,0.9228358976757236,0.33066608996539487,0.01658577886636126,0.6888888888888889,0.7758620689655172,0.4678193033890818
mthina,.,0.7448381892157321,0.045847750865051336,0.07293389850688885,0.8709677419354839,1.0,0.4677198444440831
SUI1,.,0.8514883318524061,0.2945501730103769,0.3188034922864389,0.5108695652173914,0.7575757575757576,0.4672049102683442
subt,.,0.8581992704484871,0.6605103806228321,0.14812379988210878,0.58,0.48360655737704916,0.46607730701741956
Ribosomal_S30AE,.,0.9094724781368377,0.2525951557093397,0.20818498539797425,0.5784313725490197,0.7808219178082192,0.4657073816607417
pot,.,0.8540487770658934,0.11224048442906409,0.15302113057914193,0.6470588235294118,0.9607843137254902,0.4647757830146796
RNA_pol_H,.,0.8221542814385259,0.19909169550172812,0.29449620130085263,0.5616438356164384,0.8448275862068966,0.46281945330535396
gln-synt_N,.,0.812339241453491,0.3447664359861562,0.34134189793134395,0.504950495049505,0.7183098591549296,0.46261919574136634
Ribosomal_S7,.,0.7498480101014825,0.3120674740484402,0.5113901492945896,0.4765625,0.6705882352941176,0.4621235478247823
parv,.,0.7269267642519759,0.22664359861591524,0.4489173016096736,0.64,0.6716417910447762,0.45961793941817003
utg,.,0.7111081232754992,0.17266435986158962,0.33952596859023426,0.5428571428571428,0.9473684210526315,0.45937817079573046
hpr,.,0.8291341252396763,0.31786332179930404,0.1913549749168164,0.5975609756097561,0.7735849056603774,0.45778389274651443
DNA_topoisoIV,.,0.5207232380863303,0.454628027681656,0.673246714292339,0.57,0.4864864864864865,0.4560359082380277
planttoxin,.,0.7683673946593088,0.1338235294117629,0.19902373648625934,0.7142857142857143,0.8888888888888888,0.4557605913563652
S-AdoMet_syntD2,.,0.8106030491511949,0.39199826989618874,0.32086262403403665,0.509090909090909,0.6710526315789473,0.4554509878538842
PX,.,0.8033601459103026,0.2925605536332154,0.43954120425557436,0.46226415094339623,0.7051282051282052,0.45515269324753643
SRF-TF,.,0.8429242856474769,0.19662629757785244,0.23862501461608676,0.5955056179775281,0.8271604938271605,0.45435567539869387
ATP-sulfurylase,.,0.6844631249123135,0.5067041522491291,0.47421545443830354,0.545,0.4883720930232558,0.453529219198211
sugbp,.,0.7637141654585419,0.652205882352933,0.29580017440393824,0.51,0.4744525547445255,0.45250666679237295
tetR,.,0.7856708600289951,0.1681228373702404,0.32770437565593,0.5428571428571428,0.8703703703703703,0.45193354479702474
GLUCAGON,.,0.7528118131225741,0.029541522491349132,0.15194252993579205,0.7586206896551724,1.0,0.45121712538025993
Band_41_M,.,0.7029766637048122,0.32971453287196884,0.43652903527826015,0.5436893203883495,0.68,0.4512143520406235
Gly_radical,.,0.20094233737080858,0.6934256055363287,0.6880516970270313,0.5634517766497462,0.5428571428571428,0.4495585792561098
FN2,.,0.8177991862694663,0.16211072664359677,0.21485585944887808,0.576271186440678,0.9130434782608695,0.44771781202791167
hormone_rec,.,0.6146003834822055,0.498745674740478,0.5005600560225625,0.4727272727272727,0.5948275862068966,0.4466804419069097
Fe_hyd_lg_C,.,0.67367184211757,0.6514705882352858,0.3205204436792353,0.5628140703517588,0.47297297297297297,0.44667606353769806
SAP,.,0.7384896880699621,0.12439446366781846,0.1403386942861336,0.7045454545454546,0.972972972972973,0.4463954236998881
PGI,.,0.374333582752654,0.5318771626297509,0.690904449851702,0.5794871794871795,0.5030674846625767,0.4459711181608875
TNFR_c6,.,0.8603154374970771,0.22326989619376933,0.06414655722886949,0.6888888888888889,0.8428571428571429,0.4458951066465823
LDLa,.,0.8204180891362297,0.03339100346020712,0.049222864919323185,0.8571428571428571,0.918918918918919,0.44574295861226537
FYVE,.,0.7983912453818454,0.14740484429065556,0.16344373467243675,0.7258064516129032,0.8431372549019608,0.4453824966455349
ANATO,.,0.759797502689052,0.23083910034601834,0.20964512757396964,0.5135135135135135,0.9629629629629629,0.4448180344648621
7kD_DNA_binding,.,0.7357421783659917,0.22097750865051627,0.2824172966255028,0.5,0.9375,0.4447700270924291
Me-amine-deh_L,.,0.8673537389515035,0.3456747404844256,0.1520310708421039,0.576271186440678,0.7317073170731707,0.44334476510778953
peroxidase,.,0.7683030912407053,0.6298875432525878,0.34563898274616345,0.505,0.42028985507246375,0.4417929134603054
ghf22,.,0.7460950287611654,0.3774221453287155,0.4081880981491119,0.5847457627118644,0.5512820512820513,0.44124387153486216
SpoU_methylase_N,.,0.8046345227517188,0.34316608996539477,0.3163412974390316,0.5974025974025974,0.6037735849056604,0.44028747645223254
FN1,.,0.7629074498433335,0.13853806228373544,0.13571780024322078,0.6521739130434783,0.975609756097561,0.4401405076710875
voltage_CLC,.,0.3219262965907496,0.7101211072664292,0.5827329751079593,0.5333333333333333,0.5166666666666667,0.44007452909258826
cat,.,0.4702216714212224,0.461115916955011,0.656762140909644,0.6119402985074627,0.4581005586592179,0.4374450130286016
hormone5,.,0.81635528223355,0.27621107266435707,0.0,0.6470588235294118,0.9152542372881356,0.43615351170165945
PARP,.,0.9043983538324837,0.5985294117646981,0.06671146936064502,0.4764705882352941,0.6050420168067226,0.4346773028886047
IF3,.,0.799513632324744,0.3906574394463626,0.33239043356385717,0.5294117647058824,0.5970149253731343,0.4338204480720566
ku,.,0.5741301501192536,0.45358996539791874,0.5474190502176778,0.5685279187817259,0.5028248587570622,0.43283187273775875
PBD,.,0.7653334424542861,0.11820934256055216,0.28151507232804873,0.6545454545454545,0.82,0.4301038105502429
alk_phosphatase,.,0.6596712341579759,0.5499134948096821,0.3821000545195318,0.5876288659793815,0.45985401459854014,0.42993128363057576
neur_chan_memb,.,0.7185205537108919,0.018685121107266223,0.14900930558450506,0.7391304347826086,1.0,0.42445734368424476
FAA_hydrolase,.,0.8033659916756302,0.6382352941176405,0.11842379076564251,0.545,0.52,0.4243304819544047
GTP_cyclohydroI,.,0.690355656362531,0.25934256055363053,0.4519738473433493,0.4945054945054945,0.7230769230769231,0.422045188930817
6PGD,.,0.3634779965393069,0.4828719723183339,0.7672893720002353,0.5497076023391813,0.4444444444444444,0.41750553045716654
gag_p17,.,0.6634066782023103,0.2743944636678174,0.47610053884660025,0.5161290322580645,0.676056338028169,0.4168305725332567
Syntaxin,.,0.6432797081793948,0.16146193771626074,0.6530398665191236,0.42391304347826086,0.7215189873417721,0.4156925949801895
Bacterial_PQQ,.,0.517987419913015,0.766955017301032,0.3729229954219703,0.55,0.39097744360902253,0.41396170669743576
Peptidase_M16,.,0.5567565355656362,0.6170847750864986,0.37371441312350956,0.5376884422110553,0.5068493150684932,0.4112887853613737
NiFeSe_Hases,.,0.4448159753074872,0.5022491349480912,0.6836315324280176,0.5103092783505154,0.44966442953020136,0.41072519177319655
tubulin,.,0.49502525370621514,0.7266868512110662,0.4993596802252685,0.5102040816326531,0.35877862595419846,0.41048129739442424
GAL4,.,0.7494621895898611,0.055752595155708615,0.03622120342196397,0.7878787878787878,0.96,0.4101883519601698
ghf6,.,0.9094198662488893,0.7505190311418626,0.04563077662188987,0.46938775510204084,0.41379310344827586,0.4099648980946021
mdm2,.,0.7752127858579245,0.25168685121106976,0.4030131807905527,0.5180722891566265,0.640625,0.40990928623167655
SNAP-25,.,0.696008511434317,0.06548442906574309,0.32937221496775326,0.6363636363636364,0.8552631578947368,0.40748635014661977
GP120,.,0.6620855352382733,0.6417820069204082,0.10792620908867379,0.5151515151515151,0.6515151515151515,0.4058897674759302
lh2,.,0.6668732170415751,0.09044117647058708,0.23491022010566742,0.5833333333333334,1.0,0.4047403198075532
phoslip,.,0.7783168872468784,0.3674307958477459,0.348366201148984,0.4351851851851852,0.6419753086419753,0.4030439244516966
WW,.,0.7693904035916381,0.05570934256055296,0.12760728603910482,0.6176470588235294,1.0,0.4026794688467215
HMG-CoA_red,.,0.6526913903568254,0.5963667820069123,0.20189308227492667,0.49743589743589745,0.6214285714285714,0.4024662624825708
phc,.,0.6206858251882337,0.1723615916955,0.39600864996914864,0.5930232558139535,0.7866666666666666,0.4020426222591888
DISIN,.,0.8298414628443156,0.11051038062283573,0.002593667752877653,0.6428571428571429,0.9814814814814815,0.40146369332776766
Skp1,.,0.7053383528971613,0.3459775086505144,0.4105797656515875,0.40384615384615385,0.7,0.40085288418557935
PAH,.,0.7282245241547023,0.17149653979238555,0.3986859831767736,0.4430379746835443,0.8235294117647058,0.40054899629994234
DEFSN,.,0.7715825655894869,0.06803633217992995,0.1043868003715529,0.7333333333333333,0.8846153846153846,0.3993529974086354
Sec23_NC,.,0.3131751858953374,0.6239186851211008,0.4703559522733204,0.6205128205128205,0.5192307692307693,0.3935072884375098
HMG_box,.,0.7252022634803349,0.1273356401384067,0.2677788813500105,0.5866666666666667,0.8387096774193549,0.3929131402296057
Ribosomal_L22,.,0.7754933825936492,0.3163062283736992,0.21774984825338203,0.5154639175257731,0.7183098591549296,0.3919746060653477
dsrm,.,0.8017759435065239,0.16189446366781812,0.02178578136545298,0.803030303030303,0.75,0.3900591400485188
PEPCK_ATP,.,0.39813169340130006,0.6493079584775013,0.4445490129749779,0.5459183673469388,0.5,0.3898296603294876
S_T_dehydratase,.,0.5887036430809521,0.5811418685121018,0.39527202673811673,0.5284974093264249,0.4420289855072464,0.3889334191806936
PABP,.,0.7457384370761819,0.13127162629757627,0.2099239995378903,0.627906976744186,0.8181818181818182,0.38789541088981616
ATP-synt,.,0.42117570032268625,0.5581314878892667,0.4140455593988513,0.6185567010309279,0.515527950310559,0.3856834360674146
fusion_gly,.,0.6889585184492354,0.061851211072663635,0.3359557657672454,0.654320987654321,0.7848101265822784,0.3850732467368521
lipase,.,0.6705794322592713,0.6035899653979168,0.3180440815137039,0.4744897959183674,0.45714285714285713,0.38426120886485265
Arch_histone,.,0.7340819810129542,0.1365051903114169,0.23068292817726838,0.64,0.78125,0.3837360683036746
galpha,.,0.501245148014778,0.4688148788927263,0.6048970001907031,0.45,0.4939759036144578,0.3823154639795233
NusB,.,0.6781789271851472,0.28040657439446076,0.5043295290363558,0.4752475247524752,0.5733333333333334,0.3793702181154188
Arginosuc_synth,.,0.5746387317027545,0.5365051903114111,0.41564919157451036,0.48756218905472637,0.4935897435897436,0.37796399987979645
SRP54M,.,0.6720701024178085,0.09204152249134814,0.30642794368398274,0.574468085106383,0.85,0.3728404841330601
P53,.,0.771249356965814,0.019809688581314645,0.17796117689999066,0.5161290322580645,1.0,0.3689363232015718
Ribosomal_S15,.,0.6781906187158023,0.16427335640138224,0.37482754298081405,0.47674418604651164,0.7887323943661971,0.3679933286046209
UCR_14kD,.,0.7561848197165973,0.18996539792387293,0.3386091324339783,0.45454545454545453,0.7397260273972602,0.3665132820125695
ghf15,.,0.5472863957349297,0.4345155709342517,0.5873347828935084,0.5285714285714286,0.3761467889908257,0.36446351617224687
UcrQ,.,0.7014275358929991,0.08412629757785366,0.19707057937068687,0.67,0.8181818181818182,0.363256144023375
zf-CCHC,.,0.731895664780433,0.014749134948096723,0.07363842541778452,0.6470588235294118,1.0,0.36188424526081303
VPR,.,0.7272775101716317,0.08010380622837271,0.1883359638786346,0.4666666666666667,1.0,0.3599207188219492
AMP-binding,.,0.44689706776411164,0.6376297577854597,0.3361941168819884,0.533678756476684,0.5035971223021583,0.3581833124839044
PCI_1,.,0.7719566945704532,0.14662629757785287,0.1135436570280922,0.6111111111111112,0.8095238095238095,0.35611002817165877
GBP_PSP,.,0.7567986250759949,0.0,0.08472539434611616,0.6086956521739131,1.0,0.3551033759039151
phero,.,0.7044497965673666,0.06717128027681576,0.14452506914431607,0.5789473684210527,0.9333333333333333,0.3464728983260552
lacI,.,0.7744586821306646,0.11215397923875287,0.1885292520981438,0.54,0.8095238095238095,0.3449834032952954
CARD,.,0.6888416031426835,0.2306660899653955,0.22658503624183107,0.38636363636363635,0.8852459016393442,0.3422257089204259
Ribosomal_L12,.,0.7333278772856943,0.1298875432525933,0.16491190757241656,0.4576271186440678,0.9285714285714286,0.3408885772170366
myb_DNA-binding,.,0.739389935930412,0.1424307958477493,0.15463659140240257,0.6612903225806451,0.6888888888888889,0.3299229384608456
lyase_1,.,0.44537716877893646,0.44446366782006347,0.5765693606261788,0.4835164835164835,0.43478260869565216,0.32915970342953194
aldedh,.,0.5053839498667165,0.736937716262969,0.2561864394712036,0.46766169154228854,0.4153846153846154,0.32791029699133833
RING,.,0.8031087780012158,0.1435986159169529,0.11448826248082139,0.3898305084745763,0.9111111111111111,0.32022064820186025
Rop,.,0.6929804049946219,0.07919550173010266,0.24366635716488366,0.6029411764705882,0.7413793103448276,0.3194386891373625
thymid_phosphorylase,.,0.6800612636206331,0.6246107266435938,0.02093274646039438,0.59,0.43795620437956206,0.316824215211573
Ald_Xan_dh_2,.,0.25568792966375153,0.5345155709342504,0.5063134947536879,0.5445026178010471,0.5,0.311857550477762
gluts,.,0.5991734087826778,0.3166955017301009,0.4783427247141892,0.4262295081967213,0.5154639175257731,0.3098320659233682
AFOR,.,0.3622503858205116,0.5806228373702362,0.43758244206189,0.5920398009950248,0.3611111111111111,0.3089218116476398
CODH,.,0.3585967824907637,0.5517301038062222,0.31298049260315963,0.5284974093264249,0.58125,0.308703290001924
GATase_2,.,0.5779415891128467,0.5353806228373624,0.28525796954044963,0.5026737967914439,0.42857142857142855,0.30742437802070477
TonB_dep_Rec,.,0.34962937847823033,0.6441176470588159,0.3889471792852703,0.5353535353535354,0.4088050314465409,0.30624714363004557
PAP2,.,0.34589393443389604,0.3941176470588201,0.3584988100974844,0.5792682926829268,0.640625,0.3029011036944863
cytochr_c552,.,0.38462797549455174,0.5110294117647002,0.45868857629851456,0.4925373134328358,0.46745562130177515,0.301291351580576
KAS,.,0.6524049478557733,0.4140138408304445,0.3943164962150333,0.39316239316239315,0.4567901234567901,0.29984543025173865
Sec1,.,0.5363197399803582,0.4972750865051853,0.316756962300665,0.48756218905472637,0.4715909090909091,0.2993769678853125
e3,.,0.7554248702240097,0.09173875432525831,0.16052699698194087,0.40540540540540543,0.8823529411764706,0.29381048907471813
Bacteriofer,.,0.6555791984286582,0.22413494809688322,0.39765565385268015,0.47115384615384615,0.5434782608695652,0.29244537088809885
Egg_lysin,.,0.6685977178132161,0.21652249134947824,0.33716675255724077,0.3490566037735849,0.7012987012987013,0.28477849185851956
Beta_elim_lyase,.,0.5228218678389375,0.7086072664359799,0.008366632450080775,0.5282051282051282,0.5035971223021583,0.2843649441478851
MCR_alpha,.,0.5558738250011691,0.31513840830449574,0.39692823068089395,0.5182481751824818,0.4845360824742268,0.2840190982836388
Peptidase_M17,.,0.6094970303512136,0.5226211072664296,0.26971274926573596,0.4148148148148148,0.45348837209302323,0.28378518765884403
urease,.,0.3572931768227096,0.479671280276812,0.47036553888967725,0.5222222222222223,0.4394904458598726,0.2833529634010088
B,.,0.7028831314595707,0.1254325259515554,0.12299392019593189,0.6875,0.62,0.27930041730248356
thionin,.,0.7592655380442407,0.08447231833909932,0.05300706440006198,0.4222222222222222,0.9393939393939394,0.2791228025124892
hemocyan,.,0.39951129401861285,0.5275519031141792,0.3439390785219693,0.5581395348837209,0.41911764705882354,0.27512231836489315
PK,.,0.40051676565495953,0.45406574394462995,0.3930477771204857,0.47706422018348627,0.5217391304347826,0.27439925003229143
S4,.,0.8078146190899312,0.11816608996539649,0.06109928765787071,0.3541666666666667,0.8974358974358975,0.271329639017986
RhoGEF,.,0.5478768180330169,0.21232698961937493,0.39033557646143385,0.4895833333333333,0.5955056179775281,0.2701200929796642
p450,.,0.5449831641958565,0.2869377162629732,0.369057289015353,0.475,0.5596330275229358,0.2701133057539312
BAG,.,0.5767899733433101,0.07975778546712697,0.2479665151087369,0.6222222222222222,0.7073170731707317,0.26949644807176215
citrate_synt,.,0.479504746761446,0.2823529411764678,0.4435289660700414,0.4745762711864407,0.5510204081632653,0.26828056146879936
BRCT,.,0.7781648973483608,0.2770328719723155,0.11899668290027751,0.46236559139784944,0.5901639344262295,0.26659375526279766
GLA,.,0.7542791002198008,0.03788927335640093,0.04670279854640417,0.5882352941176471,0.7586206896551724,0.25035803672030493
Elicitin,.,0.7011703222185849,0.1484429065743924,0.2589219688519141,0.32432432432432434,0.7164179104477612,0.23592307761083536
Bcl-2,.,0.6363817050928308,0.28901384083044745,0.31825415597576534,0.3942307692307692,0.4857142857142857,0.22575212605518152
chorismate_bind,.,0.37753121638684933,0.3313581314878855,0.32450383739834615,0.5625,0.4927536231884058,0.21191190567158583
GGL,.,0.7273768881822008,0.03801903114186809,0.04868603584517999,0.2692307692307692,1.0,0.20979948126981218
cytochrome_b,.,0.28236215685357524,0.26578719723183086,0.36121912845587073,0.51,0.6588235294117647,0.2077715571121115
Glu_syn_central,.,0.06068488986578123,0.36336505190311075,0.5065809922746126,0.5751295336787565,0.4779874213836478,0.1703694338220911
psaA_psaB,.,0.00899663283917123,0.5178633217993007,0.32389895283079856,0.48223350253807107,0.6473988439306358,0.16904012630558413
END,.,0.7227879624000374,0.02097750865051878,0.007913529532231251,0.2857142857142857,0.9,0.15201190646041202
Bac_rhodopsin,.,0.47612589440209513,0.06682525951557,0.1844435270477804,0.5476190476190477,0.6153846153846154,0.13340078938960231
lipoxygenase,.,0.0,0.23460207612456507,0.3535421428838878,0.6,0.5922330097087378,0.08982980590110773
DNA_photolyase,.,0.3880243651498854,0.19835640138408062,0.3069848758418906,0.43902439024390244,0.38235294117647056,0.0638370768609338
COX1,.,0.1973179628676986,0.11686851211072502,0.3212891704783493,0.5180722891566265,0.4,0.0
