,benchmark,alignment,threading,modeller,secondary_structure,access_score,sum scores
Binary_toxA,.,0.7147904556143093,0.4794569489103241,0.5032051103409209,0.819672131147541,0.6153846153846154,0.5376690906649737
PBP,.,0.8178199267101949,0.3678099321186133,0.5506976630386891,0.7586206896551724,0.6363636363636364,0.5371127213517681
Recep_L_domain,.,0.8414540983802237,0.6793497677742036,0.4079240307574204,0.6756756756756757,0.5254237288135594,0.5364229378304212
Pep_deformylase,.,0.8264201391790109,0.3451232583065375,0.6861193022074815,0.7627118644067796,0.509090909090909,0.5362548170342373
LDLa,.,0.9693651002065006,0.09789210432297246,0.27981717534354084,0.8095238095238095,0.9705882352941176,0.5351958740404378
citrate_synt,.,0.5476622462012246,0.40568060021436153,0.6904476710347083,0.8571428571428571,0.6229508196721312,0.5336615171482941
Peptidase_C15,.,0.7998555689509054,0.5566273669167556,0.5160060868642368,0.7432432432432432,0.5076923076923077,0.5334479578440803
kazal,.,0.9473900951335092,0.2570560914612357,0.3938721452675042,0.7560975609756098,0.7575757575757576,0.5281357347915755
galpha,.,0.6379316518853623,0.5405501964987481,0.6801538002499788,0.828125,0.41935483870967744,0.5254054191735228
intb,.,0.8199326784200913,0.5330475169703456,0.4858999811897042,0.7377049180327869,0.5294117647058824,0.525350299540962
Peptidase_M17,.,0.6825441350251262,0.461236155769917,0.6189964437079246,0.7972972972972973,0.5428571428571428,0.5239258518849741
Glyco_transf_28,.,0.6186244434630029,0.4196141479099668,0.7647690333768848,0.7611940298507462,0.5384615384615384,0.5238013362229315
CBM_20,.,0.82747054680879,0.4094319399785628,0.41263875237061604,0.8181818181818182,0.6326530612244898,0.5227386640086079
PA_phosphatase,.,0.7209436957637537,0.6609503394069293,0.5216872763883569,0.7432432432432432,0.45161290322580644,0.5218378797592371
phero,.,0.9164627523067189,0.15255448374419422,0.3565476564603734,0.7631578947368421,0.9090909090909091,0.5215480535135534
KSI,.,0.8275361972856511,0.6093247588424416,0.22719232339851883,0.8,0.6333333333333333,0.521349612340407
Flavin_Reduct,.,0.8125917614619764,0.44926759556984586,0.47178649991272265,0.7837837837837838,0.5797101449275363,0.5212349259094402
phosfruc,.,0.6487341394416128,0.5809217577706312,0.6397383891155357,0.75,0.4714285714285714,0.5182998121801009
DNA_topoisoIV,.,0.4823459899495087,0.3576277241872093,0.8298066386767408,0.8985507246376812,0.5217391304347826,0.5179500989962206
HSP20,.,0.8191030951215728,0.28349410503751316,0.4228925072912405,0.7659574468085106,0.7954545454545454,0.5164778751578796
FN1,.,0.8840552896379673,0.36495176848874533,0.09667677437811907,0.7391304347826086,1.0,0.5155079651525866
capsid_n,.,0.8159459040070663,0.4276527331189702,0.43170234834867127,0.8448275862068966,0.5625,0.5144923978890533
proteasome,.,0.7946870859543789,0.5105394783851364,0.4145161662359106,0.7692307692307693,0.5862068965517241,0.5110316584285383
aakinase,.,0.6793272616589279,0.5546623794212205,0.568361762718794,0.76,0.5084745762711864,0.50900841117404
Histidine_kinase,.,0.8026666030055982,0.42282958199356807,0.44515209571876696,0.7638888888888888,0.6338028169014085,0.5078533126909406
Cys-protease-3C,.,0.7185504374709049,0.69435512683101,0.3615305341177921,0.803030303030303,0.49056603773584906,0.5077104131070488
Amidase_2,.,0.9023896773577472,0.5287602715255436,0.38244081037875577,0.7027027027027027,0.5517241379310345,0.5077035181408999
Beta_elim_lyase,.,0.5227986201463408,0.5357270453733466,0.5498690210605857,0.7887323943661971,0.6612903225806451,0.5032428580519658
Cytidylyl_trans,.,0.7396421452188547,0.43461950696677326,0.4889224478743151,0.8676470588235294,0.5230769230769231,0.5011476352077245
MMOB,.,0.9166835766379794,0.44515898535191106,0.1877166338837024,0.8301886792452831,0.6666666666666666,0.49766581730534487
PEPCK_ATP,.,0.387009561096721,0.7098963915684158,0.6179300219838365,0.75,0.5806451612903226,0.4972321171970097
bv,.,0.780488678276854,0.4549839228295811,0.5744165857132245,0.6986301369863014,0.5362318840579711,0.49689296152679924
Astacin,.,0.814197214032491,0.39764201500535823,0.4977794790219755,0.7580645161290323,0.5769230769230769,0.4968256316784884
Fe-ADH,.,0.6886436611480478,0.3737048946052153,0.588584874378465,0.7258064516129032,0.6666666666666666,0.4962681754783441
OTCace,.,0.6510378743569237,0.48088603072525793,0.5525629149515956,0.8333333333333334,0.5245901639344263,0.49580528407695906
CUB,.,0.8302218986117909,0.38710253662022037,0.44725624210419895,0.7692307692307693,0.6078431372549019,0.49545413811690636
Frataxin_Cyay,.,0.8684304761450039,0.24598070739549793,0.4050444777318939,0.8444444444444444,0.6764705882352942,0.49485758820473386
mthina,.,0.8851713477446077,0.16041443372633077,0.23163654161064093,0.8064516129032258,0.9565217391304348,0.4947762669993579
SCP,.,0.835473936760686,0.29635584137191784,0.4105299184171661,0.8615384615384616,0.6346153846153846,0.4939946766417563
oxidored_q6,.,0.735452451150077,0.6639871382636644,0.38987859456078044,0.7066666666666667,0.5409836065573771,0.49327676411354365
hemopexin,.,0.7738520118887046,0.5553769203286878,0.4757619720415722,0.7611940298507462,0.46153846153846156,0.48898111478576883
dhfr,.,0.7296811774114613,0.39621293319042455,0.47211830255501896,0.86,0.5625,0.48563058521683455
DISIN,.,0.8980507776597396,0.2779564130046437,0.21182350640434694,0.8214285714285714,0.8085106382978723,0.4843562999624886
fibrinogen_C,.,0.7000190983205414,0.530546623794211,0.46585262474797534,0.7611940298507462,0.56,0.48428310477759223
CPS,.,0.71888465808038,0.3896034297963555,0.4450264603210658,0.8428571428571429,0.6190476190476191,0.48326411263118263
lyase_1,.,0.4969800780643852,0.6078956770275085,0.6060569838489558,0.8,0.5,0.4811794605940082
TNFR_c6,.,0.8481444787948959,0.4151482672382984,0.2599062701838747,0.7457627118644068,0.74,0.4802636450067401
ISP,.,0.8334447402031583,0.44355126831010966,0.3961063002086054,0.6756756756756757,0.6557377049180327,0.47819782604686917
Pept_C1-like,.,0.4427647206273798,0.3152911754197923,0.4896505929673503,0.8222222222222222,0.9318181818181818,0.4769113253858407
RNA_pol_A_bac,.,0.7055993888537426,0.3354769560557337,0.5632152703587725,0.7413793103448276,0.6545454545454545,0.476200183912232
OMPdecase,.,0.7325339890423386,0.4762415148267221,0.5249515101100409,0.7741935483870968,0.49019607843137253,0.4752245555807984
Sua5_yciO_yrdC,.,0.8261097914702126,0.4174705251875667,0.4020519514588612,0.8703703703703703,0.4807692307692308,0.4745997174511618
arginase,.,0.6944388077873401,0.36048588781707663,0.5001519029282409,0.821917808219178,0.6181818181818182,0.47385831314310717
ech,.,0.6706196211370662,0.39799928545909163,0.6116217844891175,0.72,0.5942028985507246,0.4735178995821248
cah,.,0.7093951800613533,0.4040728831725607,0.49399964140104663,0.7543859649122807,0.631578947368421,0.4730481586006454
DNA_polymeraseX,.,0.8077933084259402,0.41889960700250006,0.3580117354408639,0.7972972972972973,0.6065573770491803,0.4707838197316684
actin,.,0.5680437351540398,0.4828510182207927,0.6821901198128094,0.8035714285714286,0.45098039215686275,0.4703551259364596
Fe_hyd_lg_C,.,0.5620217959583179,0.4517684887459798,0.5432103306910598,0.8448275862068966,0.5849056603773585,0.4699356317687668
thymid_phosphorylase,.,0.5396886973751746,0.37441943551268275,0.5781699843072228,0.88,0.6122448979591837,0.46890837817750014
Orbi_VP7,.,0.7592835742506893,0.41157556270096396,0.39105501692826583,0.8269230769230769,0.5918367346938775,0.46711994578219196
adeno_fiber,.,0.7323609105124318,0.4387281171847081,0.43635970441911043,0.7627118644067796,0.6,0.4622349868104243
msb,.,0.8272497224775295,0.35191139692747336,0.425186385850473,0.7735849056603774,0.5918367346938775,0.46205310204487604
tyrosinase,.,0.7140862050443438,0.47141836370132084,0.5553790286038545,0.7397260273972602,0.48484848484848486,0.4600500111128564
GLA,.,0.9309118254413503,0.20471596998928163,0.2871192433556367,0.8235294117647058,0.71875,0.459849443937254
sugbp,.,0.694104587177865,0.27170418006430824,0.5418298990752315,0.8823529411764706,0.5714285714285714,0.4581738165536594
E2_N,.,0.738299294555785,0.33994283672740205,0.394832310686063,0.8958333333333334,0.5909090909090909,0.45742884918587046
dsrm,.,0.93180705921673,0.20811003929974972,0.34771001155056774,0.8,0.6666666666666666,0.4548625865954141
FN2,.,0.8879704453489621,0.1514826723829937,0.1812462965711669,0.7796610169491526,0.9534883720930233,0.45465583300849577
Me-amine-deh_L,.,0.8094465067978085,0.36334405144694454,0.3745250371725573,0.8070175438596491,0.5961538461538461,0.4530937892313098
ghf33,.,0.5569129952134834,0.7784923186852423,0.4203318089304973,0.6805555555555556,0.5079365079365079,0.45018614925599637
ghf15,.,0.48540172123613873,0.5396570203644153,0.619943875519459,0.8923076923076924,0.4067796610169492,0.4501214636307455
YgbB,.,0.8225049834680163,0.4305108967488379,0.38610790341403295,0.7846153846153846,0.5178571428571429,0.44896280330009125
DAO,.,0.6320052042923475,0.5793140407288305,0.4909925665175191,0.7972972972972973,0.4411764705882353,0.44858610283425737
aspg,.,0.825703952158707,0.615398356555912,0.032890292415352025,0.8309859154929577,0.6326530612244898,0.44712061937810316
GTP_cyclohydroI,.,0.7098308604987049,0.23508395855662712,0.4370899503429342,0.7777777777777778,0.7777777777777778,0.44708751224919835
cytochr_c552,.,0.5189849242632226,0.5627009646302239,0.6424646100762305,0.7419354838709677,0.46551724137931033,0.44431958954544626
6PGD,.,0.3981403010372775,0.6048588781707745,0.748907503678812,0.7361111111111112,0.44285714285714284,0.4439811962192215
tRNA-synt_1_edit,.,0.8312126239898778,0.49464094319399676,0.5243729098698717,0.7123287671232876,0.36764705882352944,0.4436686618840624
ATP-synt,.,0.48886329183427435,0.5191139692747402,0.45860974621421,0.7894736842105263,0.6739130434782609,0.44356245946225903
hormone5,.,0.9127684209269846,0.42050732404430113,0.17133787821635407,0.7377049180327869,0.6875,0.44349034981724883
TIMP,.,0.7938395979803525,0.3070739549839218,0.48745974086495175,0.6891891891891891,0.6515151515151515,0.4431460930165767
aldedh,.,0.42175656803179873,0.6164701679171115,0.4463992031820355,0.821917808219178,0.6065573770491803,0.4357227259957791
Peptidase_M24,.,0.6694080714277187,0.5414433726330814,0.4356598991046717,0.7183098591549296,0.5454545454545454,0.43440993568811326
CODH,.,0.2970146937703665,0.6775634155055368,0.3622235081593267,0.9411764705882353,0.6296296296296297,0.43317025526663144
S_T_dehydratase,.,0.6325960585840983,0.5291175419792771,0.5518284530748289,0.7936507936507936,0.39622641509433965,0.43122412056910925
PARP,.,0.7009382049965981,0.3699535548410139,0.4295806807486355,0.7704918032786885,0.631578947368421,0.4308170606024467
Dwarfin,.,0.766493190255082,0.399428367274026,0.4055519927180346,0.75,0.578125,0.4294488549929955
Haloperoxidase,.,0.7339066808312543,0.4869596284387273,0.511433421428171,0.7230769230769231,0.4423076923076923,0.42855943421552417
laminin_G,.,0.8085094954462442,0.4876741693461935,0.4783607283097296,0.6527777777777778,0.463768115942029,0.42549555345318013
Topoisomerase_I,.,0.6593695166931257,0.47552697391925575,0.3979035252197876,0.8125,0.5423728813559322,0.42390768868846535
ATP-sulfurylase,.,0.5048103894863746,0.6373704894605201,0.519688000045961,0.7397260273972602,0.48333333333333334,0.42263240394009016
mofe,.,0.5081943731573104,0.620578778135047,0.5237154784553515,0.7397260273972602,0.4915254237288136,0.42208033473686873
Fimbrial,.,0.7587703068861381,0.2834941050375131,0.3273306738244687,0.7872340425531915,0.723404255319149,0.42045097384869773
CASc,.,0.733447127493226,0.39103251161128877,0.40384437457109823,0.75,0.5925925925925926,0.4161220023051239
tubulin,.,0.512676510259379,0.6320114326545183,0.5360942594470002,0.7123287671232876,0.47761194029850745,0.4160320026687505
Ribosomal_S30AE,.,0.8945772706112656,0.14951768488745973,0.4395533959586704,0.8070175438596491,0.5769230769230769,0.4145758418173972
p450,.,0.5807978323406185,0.41997141836370094,0.5521119080262569,0.765625,0.5396825396825397,0.41020807425568107
Gly_radical,.,0.13505496735380826,0.6136120042872445,0.6310919412445362,0.8767123287671232,0.6,0.4094100707012325
biopterin_H,.,0.658629456772145,0.24044301536262933,0.5287651896854411,0.7346938775510204,0.6938775510204082,0.4093811925784233
LysR_substrate,.,0.7387827207944901,0.31957842086459426,0.5116893512088595,0.7837837837837838,0.5,0.4081848244579163
NO_synthase,.,0.49401387015529324,0.4464094319399779,0.3417960514042139,0.8133333333333334,0.7575757575757576,0.407856864737552
Transpeptidase,.,0.5950320493691585,0.45569846373704864,0.4662197699381633,0.8431372549019608,0.48,0.40179750420514637
AP_endonucleas1,.,0.6373348293684424,0.6141479099678447,0.40096332095215137,0.7230769230769231,0.46,0.3996766177502043
psaA_psaB,.,0.05132076822994372,0.429796355841371,0.7382724408243843,0.8648648648648649,0.75,0.3990871937198726
GroEL,.,0.6909533642885278,0.20811003929974975,0.5399784526217926,0.7560975609756098,0.6341463414634146,0.3967785375142243
cyclo,.,0.8231495517862898,0.38317256162915225,0.4346732374937186,0.7166666666666667,0.4666666666666667,0.39447526963154184
eIF6,.,0.793582964298077,0.6246873883529811,0.3456954934664305,0.72,0.34,0.39430667958600496
pgk,.,0.49810210439619457,0.5353697749196138,0.5296964722534989,0.7704918032786885,0.49019607843137253,0.3942557487931899
BRCT,.,0.9309536030175345,0.36548767416934524,0.21280922478515005,0.7333333333333333,0.574468085106383,0.3910941752507695
MCR_alpha,.,0.7213256621745825,0.41300464451589736,0.4304640014927046,0.75,0.5,0.3900451924615112
tms,.,0.6316232378815188,0.3829939264022863,0.4464290292626864,0.813953488372093,0.5365853658536586,0.38855403339764
Amidase,.,0.4990749250987741,0.5634155055376905,0.5157590177304117,0.7567567567567568,0.47540983606557374,0.38801086315315736
icd,.,0.5829046158253458,0.4499821364773118,0.5115451227441115,0.8055555555555556,0.45901639344262296,0.387354686924006
pilin,.,0.838857920431622,0.23401214719542657,0.0,0.8518518518518519,0.875,0.38304191876207694
CBD_6,.,0.7623810831135037,0.2143622722400855,0.3187384045216281,0.7954545454545454,0.7045454545454546,0.38107176002901305
Peptidase_M16,.,0.5265705384532746,0.38210075026795226,0.5261042231014842,0.896551724137931,0.46296296296296297,0.3805181100643378
C2,.,0.7847738639483389,0.3554841014648083,0.4039568904948954,0.7333333333333333,0.5116279069767442,0.3781418801464252
Topoisom_bac,.,0.6729054513768695,0.35530546623794146,0.3179516719740512,0.7636363636363637,0.6792452830188679,0.37808061238680013
Peptidase_S11,.,0.6956981032980412,0.34673097534833847,0.4991082616414108,0.6571428571428571,0.5882352941176471,0.37709150694151283
aconitase,.,0.5172541389641548,0.5241157556270086,0.5345841765596503,0.726027397260274,0.4838709677419355,0.3765975661311465
Desulfoferrodox,.,0.807214390584528,0.3445873526259373,0.22887715038967266,0.7666666666666667,0.6379310344827587,0.37633000569099256
AMP-binding,.,0.4171849075521921,0.3824580207216854,0.5591038730487676,0.8771929824561403,0.5490196078431373,0.37618261960874844
avi,.,0.7584599591773398,0.24044301536262938,0.3341371011890731,0.8148148148148148,0.6296296296296297,0.37270947599173126
peroxidase,.,0.6652541867099562,0.5007145409074657,0.3546730008286991,0.782608695652174,0.46938775510204084,0.37045765957817817
PK,.,0.42706232020721674,0.3842443729903533,0.569268521302953,0.8545454545454545,0.5319148936170213,0.3678544453290131
glnasn,.,0.6239242274132518,0.3503036798856729,0.4459006345909535,0.7777777777777778,0.5675675675675675,0.3671288244161659
alk_phosphatase,.,0.48410064814925335,0.43444087173990603,0.4407635173669679,0.8169014084507042,0.5882352941176471,0.36664924477172944
Arginosuc_synth,.,0.52936366783246,0.3197570560914606,0.6662682805506028,0.7536231884057971,0.49230769230769234,0.3651986981531432
TNF,.,0.7733148716234766,0.3222579492675948,0.4291017770770435,0.7083333333333334,0.5277777777777778,0.3649504971833479
DNA_photolyase,.,0.4767656994163076,0.6170060735977121,0.5640509722716346,0.7466666666666667,0.3492063492063492,0.36165620543062316
NiFeSe_Hases,.,0.3709072895902216,0.5310825294748114,0.5055735898301954,0.8378378378378378,0.5076923076923077,0.3613763945353721
FAA_hydrolase,.,0.6320708547692087,0.37388352983208206,0.3675573960548227,0.7833333333333333,0.5932203389830508,0.35996940963867047
MATH,.,0.7994676343149074,0.18060021436227205,0.3699039240060619,0.8076923076923077,0.5882352941176471,0.35803367215098364
ung,.,0.7160736240256872,0.3043944265809213,0.49444596075836733,0.72,0.5070422535211268,0.35620153549718975
PGI,.,0.39465485753846513,0.3251161128974628,0.6003081961640888,0.8166666666666667,0.5964912280701754,0.3521502221921478
Extradiol_dioxy,.,0.7128686871098272,0.530367988567344,0.40308753241531886,0.726027397260274,0.34375,0.3441883595719836
UPP_synthetase,.,0.7524201153061102,0.22633083244015714,0.47756908667796316,0.7419354838709677,0.5161290322580645,0.3433905427856891
THAUMATIN,.,0.7598684603172707,0.24758842443729823,0.42531187833451506,0.7719298245614035,0.46938775510204084,0.3246662792092727
ATP-synt_DE_N,Fold,0.8095778077515308,0.1473740621650589,0.29683224157301746,0.6666666666666666,0.7222222222222222,0.31007030250142337
GATase_2,.,0.5247681344521765,0.5126831011075373,0.41222964773012094,0.746268656716418,0.43333333333333335,0.30384867921638786
urease,.,0.3018847655084331,0.4038942479456943,0.48202067566205253,0.7794117647058824,0.6461538461538462,0.29645269672922064
lipase,.,0.49276054286976134,0.28492318685244694,0.35950965637582566,0.8076923076923077,0.66,0.2925127105633876
BChl_A,.,0.5901560094059228,0.09396212933190418,0.4012123194203742,0.7924528301886793,0.7169811320754716,0.2878099359087851
serpin,.,0.5132793010014681,0.3015362629510536,0.5055420916597332,0.8688524590163934,0.4,0.2852291688885845
aminotran_4,.,0.6613748403499767,0.15773490532332965,0.42582599593170545,0.6896551724137931,0.6428571428571429,0.2797640159306264
Sec23_NC,.,0.18031201881184566,0.5260807431225427,0.553707796274521,0.7066666666666667,0.5285714285714286,0.2416124901975681
ku,.,0.4720030557312866,0.3578063594140758,0.5411448281590443,0.7428571428571429,0.3787878787878788,0.240339653635693
GP120,.,0.5602910106592501,0.15880671668453017,0.3411673956549503,0.7837837837837838,0.6388888888888888,0.23585052354356278
Ald_Xan_dh_2,.,0.18071785812335128,0.320650232225794,0.49451198686886433,0.8909090909090909,0.5918367346938775,0.23384703448906557
Sec1,.,0.41122265060816215,0.44265809217577634,0.22647388214293543,0.847457627118644,0.5471698113207547,0.23215395149347884
ghf6,.,0.5943755446005468,0.16559485530546597,0.3298825329753975,0.8524590163934426,0.5294117647058824,0.23063998360139434
Bacterial_PQQ,.,0.3008522625541616,0.31850660950339355,0.4187555427276255,0.8095238095238095,0.6111111111111112,0.22461153476538717
EFTU_C,.,0.791153896654213,0.12272240085744898,0.3235105202603121,0.631578947368421,0.5789473684210527,0.21957657388643248
NMT,.,0.4955715769244542,0.3763844230082164,0.11485527748273253,0.7241379310344828,0.7346938775510204,0.2185218131123366
COX1,.,0.3192463325256335,0.2559842801000354,0.45011108535806976,0.8723404255319149,0.5434782608695652,0.21643895903104335
alpha-amylase,.,0.6373049882425963,0.26884601643444045,0.41253066677025046,0.7466666666666667,0.35,0.20444558304222307
lipoxygenase,.,0.0,0.4966059306895308,0.6294904507808359,0.6666666666666666,0.5942028985507246,0.19125791522778912
CoA_trans,.,0.7018990892488391,0.4442658092175766,0.15683367099543566,0.8181818181818182,0.25925925925925924,0.18822551840373908
leukocidin,.,0.5664800601597096,0.20382279385494803,0.29914031503143856,0.7073170731707317,0.5853658536585366,0.17971626265331309
chorismate_bind,.,0.3927868030605058,0.265809217577706,0.4600064985699059,0.7317073170731707,0.5,0.17422592521148753
AFOR,.,0.32702292992110005,0.23794212218649485,0.5276550935471367,0.7833333333333333,0.4528301886792453,0.16422395051048927
hemocyan,.,0.25060577485467367,0.330296534476598,0.33118477652834083,0.8852459016393442,0.5087719298245614,0.1536864372513223
RNase_U2,.,0.7212480752473829,0.1334405144694533,0.27864304495386305,0.38461538461538464,0.6923076923076923,0.10915034957189149
GFP,.,0.6329243109684042,0.09271168274383704,0.27586570020447226,0.5555555555555556,0.6111111111111112,0.08959523850628556
Jacalin,.,0.7582689759719254,0.14076455877098956,0.2883527561570849,0.3333333333333333,0.5333333333333333,0.036572362283611666
Glu_syn_central,.,0.0824868400635019,0.3176134333690601,0.43647965185318,0.8627450980392157,0.2978723404255319,0.010154832013484771
TonB_dep_Rec,.,0.16322499015242842,0.34440871739907053,0.2126580042696313,0.7777777777777778,0.4772727272727273,0.0
